,Table S10. GO enrichment of cluster 3,,,,,
GO:0043228,non-membrane-bounded organelle,6,2250,1.36E-02,cellular_component,"Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."
GO:0043232,intracellular non-membrane-bounded organelle,6,2250,1.36E-02,cellular_component,"Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."
GO:0047372,acylglycerol lipase activity,1,24,1.09E-09,molecular_function,Catalysis of the reaction: H2O + acylglycerol = a fatty acid + glycerol.
GO:0022414,reproductive process,15,3027,4.26E-11,biological_process,A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.
GO:0044085,cellular component biogenesis,5,808,6.36E-06,biological_process,"A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."
GO:0071669,plant-type cell wall organization or biogenesis,4,602,2.08E-05,biological_process,"A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellulose- and pectin-containing cell wall."
GO:0071840,cellular component organization or biogenesis,15,4556,2.58E-06,biological_process,"A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."
GO:0032501,multicellular organismal process,16,2848,8.34E-14,biological_process,"Any biological process, occurring at the level of a multicellular organism, pertinent to its function."
GO:0090406,pollen tube,2,78,3.30E-11,cellular_component,A tubular cell projection that is part of a pollen tube cell and extends from a pollen grain.
GO:0033878,hormone-sensitive lipase activity,1,1,2.49E-199,molecular_function,Catalysis of the reactions: diacylglycerol + H2O = monoacylglycerol + a carboxylate; triacylglycerol + H2O = diacylglycerol + a carboxylate; and monoacylglycerol + H2O = glycerol + a carboxylate.
GO:0042577,lipid phosphatase activity,1,17,3.77E-13,molecular_function,Catalysis of the reaction: a phospholipid + H2O = a lipid + phosphate.
GO:0008233,peptidase activity,4,1437,3.17E-02,molecular_function,Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.
GO:0007154,cell communication,4,411,6.55E-08,biological_process,"Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."
GO:0120025,plasma membrane bounded cell projection,2,92,1.24E-09,cellular_component,"A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."
GO:0009991,response to extracellular stimulus,4,424,1.14E-07,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."
GO:0016036,cellular response to phosphate starvation,3,126,7.75E-15,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of phosphate."
GO:0031668,cellular response to extracellular stimulus,4,306,1.34E-10,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."
GO:0019374,galactolipid metabolic process,1,17,3.77E-13,biological_process,"The chemical reactions and pathways involving galactolipids, any glycolipid containing one of more residues of galactose and/or N-acetylgalactosamine."
GO:0008195,phosphatidate phosphatase activity,1,14,1.12E-15,molecular_function,"Catalysis of the reaction: a 1,2-diacylglycerol 3-phosphate + H2O = a 1,2-diacyl-sn-glycerol + phosphate."
GO:0019375,galactolipid biosynthetic process,1,15,1.01E-14,biological_process,"The chemical reactions and pathways resulting in the formation of galactolipids, any glycolipid containing one of more residues of galactose and/or N-acetylgalactosamine."
GO:0031669,cellular response to nutrient levels,3,252,1.19E-07,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."
GO:0042594,response to starvation,3,274,4.53E-07,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment."
GO:0009267,cellular response to starvation,3,226,1.74E-08,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of nourishment."
GO:0048046,apoplast,2,407,1.16E-02,cellular_component,"The cell membranes and intracellular regions in a plant are connected through plasmodesmata, and plants may be described as having two major compartments: the living symplast and the non-living apoplast. The apoplast is external to the plasma membrane and includes cell walls, intercellular spaces and the lumen of dead structures such as xylem vessels. Water and solutes pass freely through it."
GO:0071496,cellular response to external stimulus,4,312,2.14E-10,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."
GO:0009827,plant-type cell wall modification,1,66,3.12E-04,biological_process,"The series of events leading to chemical and structural alterations of an existing cellulose and pectin-containing cell wall that can result in loosening, increased extensibility or disassembly. An example of this is found in Arabidopsis thaliana."
GO:0005618,cell wall,3,587,1.83E-03,cellular_component,"The rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal, most prokaryotic cells and some protozoan parasites, maintaining their shape and protecting them from osmotic lysis. In plants it is made of cellulose and, often, lignin; in fungi it is composed largely of polysaccharides; in bacteria it is composed of peptidoglycan; in protozoan parasites such as Giardia species, it's made of carbohydrates and proteins."
GO:0006949,syncytium formation,1,17,3.77E-13,biological_process,"The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane. Syncytia are normally derived from single cells that fuse or fail to complete cell division."
GO:0016043,cellular component organization,11,3840,4.19E-04,biological_process,"A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."
GO:0031667,response to nutrient levels,3,364,2.06E-05,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."
GO:0009505,plant-type cell wall,3,525,7.63E-04,cellular_component,A more or less rigid stucture lying outside the cell membrane of a cell and composed of cellulose and pectin and other organic and inorganic substances.
GO:0009826,unidimensional cell growth,4,442,2.33E-07,biological_process,"The process in which a cell irreversibly increases in size in one [spatial] dimension or along one axis, resulting in the morphogenesis of the cell."
GO:0009739,response to gibberellin,3,110,6.49E-17,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gibberellin stimulus."
GO:0009831,plant-type cell wall modification involved in multidimensional cell growth,1,8,2.31E-26,biological_process,The series of events that occur during cell growth that result in chemical or structural changes to existing cell walls of the type composed chiefly of cellulose and pectin. An example of this is found in Arabidopsis thaliana.
GO:0010119,regulation of stomatal movement,1,115,7.98E-03,biological_process,"Any process that modulates the frequency, rate or extent of stomatal movement."
GO:0030312,external encapsulating structure,3,612,2.48E-03,cellular_component,A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space.
GO:0000902,cell morphogenesis,5,618,7.77E-08,biological_process,The developmental process in which the size or shape of a cell is generated and organized.
GO:0042547,cell wall modification involved in multidimensional cell growth,1,11,1.43E-19,biological_process,The series of events resulting in chemical or structural changes to existing cell walls and contribute to multidimensional cell growth.
GO:0009653,anatomical structure morphogenesis,9,1344,2.47E-10,biological_process,The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.
GO:0016049,cell growth,5,680,4.28E-07,biological_process,The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present.
GO:0009828,plant-type cell wall loosening,1,37,1.05E-06,biological_process,The series of events causing chemical and structural alterations of an existing cellulose and pectin-containing cell wall that results in greater extensibility of the wall. An example of this is found in Arabidopsis thaliana.
GO:0060560,developmental growth involved in morphogenesis,4,551,6.57E-06,biological_process,The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape.
GO:0048589,developmental growth,6,1185,1.87E-05,biological_process,"The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."
GO:0005911,cell-cell junction,6,900,2.24E-07,cellular_component,"A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."
GO:0040007,growth,7,1480,1.18E-05,biological_process,"The increase in size or mass of an entire organism, a part of an organism or a cell."
GO:0009506,plasmodesma,6,900,2.24E-07,cellular_component,"A fine cytoplasmic channel, found in all higher plants, that connects the cytoplasm of one cell to that of an adjacent cell."
GO:0030054,cell junction,6,900,2.24E-07,cellular_component,"A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."
GO:0070161,anchoring junction,6,900,2.24E-07,cellular_component,A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix.
GO:0048646,anatomical structure formation involved in morphogenesis,4,278,1.18E-11,biological_process,"The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
GO:0042752,regulation of circadian rhythm,3,78,1.32E-23,biological_process,"Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."
GO:0019219,regulation of nucleobase-containing compound metabolic process,14,5254,2.37E-04,biological_process,"Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."
GO:0010468,regulation of gene expression,17,6198,2.97E-05,biological_process,"Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."
GO:0051171,regulation of nitrogen compound metabolic process,17,5970,1.40E-05,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."
GO:0010556,regulation of macromolecule biosynthetic process,11,4807,6.16E-03,biological_process,"Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
GO:0006355,regulation of DNA-templated transcription,11,4576,3.62E-03,biological_process,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
GO:0060255,regulation of macromolecule metabolic process,18,6779,3.33E-05,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
GO:0080090,regulation of primary metabolic process,15,6120,5.43E-04,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."
GO:0007623,circadian rhythm,2,138,1.09E-06,biological_process,Any biological process in an organism that recurs with a regularity of approximately 24 hours.
GO:0009409,response to cold,5,665,2.92E-07,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."
GO:0051252,regulation of RNA metabolic process,12,4862,1.76E-03,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."
GO:0009648,photoperiodism,3,212,5.13E-09,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a period of light or dark of a given length, measured relative to a particular duration known as the 'critical day length'. The critical day length varies between species."
GO:0048511,rhythmic process,2,138,1.09E-06,biological_process,Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism.
GO:2001141,regulation of RNA biosynthetic process,11,4583,3.69E-03,biological_process,"Any process that modulates the frequency, rate or extent of RNA biosynthetic process."
GO:0042754,negative regulation of circadian rhythm,1,3,1.19E-67,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a circadian rhythm behavior."
GO:0044092,negative regulation of molecular function,1,179,4.29E-02,biological_process,"Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."
GO:0048571,long-day photoperiodism,1,35,5.04E-07,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a day length that exceeds a particular duration known as the 'critical day length'. The critical day length varies between species. Although the term long-day is used, most species actually respond to the duration of the night, so that the response will occur when a period of darkness falls short of the number of hours defined by 24 hours minus the critical day length."
GO:0048573,"photoperiodism, flowering",3,136,8.72E-14,biological_process,"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species."
GO:0048574,"long-day photoperiodism, flowering",1,20,2.25E-11,biological_process,"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light that exceeds the critical day length. The critical day length varies between species. Although the term is long-day is used, most species actually respond to the duration of the night, so that the response will occur when a period of darkness falls short of the number of hours defined by 24 minus the critical day length."
GO:0048519,negative regulation of biological process,8,1843,1.22E-05,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
GO:0016746,acyltransferase activity,8,1736,4.64E-06,molecular_function,Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).
GO:0043433,negative regulation of DNA-binding transcription factor activity,1,6,1.22E-34,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."
GO:0004842,ubiquitin-protein transferase activity,3,771,1.09E-02,molecular_function,"Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y = Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages."
GO:0051090,regulation of DNA-binding transcription factor activity,1,12,4.65E-18,biological_process,"Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."
GO:0016755,aminoacyltransferase activity,4,824,6.03E-04,molecular_function,Catalysis of the transfer of an amino-acyl group from one compound (donor) to another (acceptor).
GO:0019787,ubiquitin-like protein transferase activity,4,794,4.27E-04,molecular_function,"Catalysis of the transfer of a ubiquitin-like from one protein to another via the reaction X-ULP + Y = Y-ULP + X, where both X-ULP and Y-ULP are covalent linkages. ULP represents a ubiquitin-like protein."
GO:0070647,protein modification by small protein conjugation or removal,4,1212,1.16E-02,biological_process,"A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."
GO:0032446,protein modification by small protein conjugation,4,998,3.00E-03,biological_process,"A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."
GO:0061630,ubiquitin protein ligase activity,2,333,3.85E-03,molecular_function,"Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S = X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues."
GO:0016567,protein ubiquitination,3,934,3.04E-02,biological_process,The process in which one or more ubiquitin groups are added to a protein.
GO:0061659,ubiquitin-like protein ligase activity,2,343,4.58E-03,molecular_function,"Catalysis of the transfer of a ubiquitin-like protein (ULP) to a substrate protein via the reaction X-ULP + S = X + S-ULP, where X is either an E2 or E3 enzyme, the X-ULP linkage is a thioester bond, and the S-ULP linkage is an isopeptide bond between the C-terminal glycine of ULP and the epsilon-amino group of lysine residues in the substrate."
GO:0000209,protein polyubiquitination,1,115,7.98E-03,biological_process,"Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."
GO:0004402,histone acetyltransferase activity,1,69,4.31E-04,molecular_function,Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.
GO:0009292,horizontal gene transfer,2,28,1.74E-29,biological_process,"The introduction of genetic information into a cell to create a genetically different individual, without production of new individuals."
GO:0009294,DNA-mediated transformation,2,28,1.74E-29,biological_process,The direct uptake and incorporation of exogenous genetic material (DNA or RNA) into a cell from its surroundings through the cell envelope.
GO:0034212,peptide N-acetyltransferase activity,1,77,9.07E-04,molecular_function,"Catalysis of the acetylation of an amino acid residue of a peptide or protein, according to the reaction: acetyl-CoA + peptide = CoA + N-acetylpeptide."
GO:0140993,histone modifying activity,2,275,1.10E-03,molecular_function,A catalytic activity that acts on a histone protein. Reversible histone modifications contribute to regulation of gene expression.
GO:0061733,peptide-lysine-N-acetyltransferase activity,1,70,4.77E-04,molecular_function,Catalysis of the reaction: acetyl-CoA + lysine in peptide = CoA + N-acetyl-lysine-peptide.
GO:0008080,N-acetyltransferase activity,1,177,4.14E-02,molecular_function,Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule.
GO:0043207,response to external biotic stimulus,13,2849,8.11E-09,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."
GO:0008061,chitin binding,1,39,2.02E-06,molecular_function,"Binding to chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues."
GO:0009607,response to biotic stimulus,13,2852,8.33E-09,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."
GO:0006952,defense response,13,2856,8.65E-09,biological_process,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
GO:1901698,response to nitrogen compound,2,277,1.16E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."
GO:0009593,detection of chemical stimulus,2,29,1.66E-28,biological_process,The series of events in which a chemical stimulus is received by a cell and converted into a molecular signal.
GO:0009595,detection of biotic stimulus,1,11,1.43E-19,biological_process,"The series of events in which a biotic stimulus, one caused or produced by a living organism, is received and converted into a molecular signal."
GO:0010200,response to chitin,2,24,3.25E-34,biological_process,"A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chitin stimulus."
GO:0042802,identical protein binding,3,432,1.31E-04,molecular_function,Binding to an identical protein or proteins.
GO:0044419,biological process involved in interspecies interaction between organisms,13,2847,7.96E-09,biological_process,Any process evolved to enable an interaction with an organism of a different species.
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",3,805,1.40E-02,molecular_function,"Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor)."
GO:0051606,detection of stimulus,2,82,1.05E-10,biological_process,The series of events in which a stimulus is received by a cell or organism and converted into a molecular signal.
GO:0098581,detection of external biotic stimulus,1,10,2.19E-21,biological_process,The series of events in which an external biotic stimulus is detected and converted into a molecular signal. An external biotic stimulus is defined as one caused or produced by a living organism other than the one being stimulated.
GO:0051707,response to other organism,13,2829,6.72E-09,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."
GO:0010243,response to organonitrogen compound,2,189,4.48E-05,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."
GO:0046777,protein autophosphorylation,2,193,5.52E-05,biological_process,"The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."
GO:0002237,response to molecule of bacterial origin,1,160,2.96E-02,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."
GO:0098542,defense response to other organism,12,2428,3.90E-09,biological_process,Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism.
GO:0002238,response to molecule of fungal origin,1,21,6.80E-11,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of fungal origin such as chito-octamer oligosaccharide."
GO:0002682,regulation of immune system process,4,129,6.50E-25,biological_process,"Any process that modulates the frequency, rate, or extent of an immune system process."
GO:0002376,immune system process,7,277,3.32E-34,biological_process,"Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
GO:0002831,regulation of response to biotic stimulus,6,238,1.62E-29,biological_process,"Any process that modulates the frequency, rate, or extent of a response to biotic stimulus."
GO:0002684,positive regulation of immune system process,3,73,3.54E-25,biological_process,"Any process that activates or increases the frequency, rate, or extent of an immune system process."
GO:0002833,positive regulation of response to biotic stimulus,5,110,5.52E-45,biological_process,"Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."
GO:0031347,regulation of defense response,7,910,8.97E-10,biological_process,"Any process that modulates the frequency, rate or extent of a defense response."
GO:0004888,transmembrane signaling receptor activity,1,99,3.87E-03,molecular_function,Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction.
GO:0031349,positive regulation of defense response,5,124,6.69E-40,biological_process,"Any process that activates or increases the frequency, rate or extent of a defense response."
GO:0019199,transmembrane receptor protein kinase activity,1,42,4.81E-06,molecular_function,Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: a protein + ATP = a phosphoprotein + ADP.
GO:0042803,protein homodimerization activity,3,249,9.69E-08,molecular_function,Binding to an identical protein to form a homodimer.
GO:0032491,detection of molecule of fungal origin,1,3,1.19E-67,biological_process,The series of events in which a stimulus from a molecule of fungal origin is received and converted into a molecular signal.
GO:0032103,positive regulation of response to external stimulus,5,114,2.10E-43,biological_process,"Any process that activates, maintains or increases the rate of a response to an external stimulus."
GO:0045088,regulation of innate immune response,4,111,6.56E-29,biological_process,"Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."
GO:0045089,positive regulation of innate immune response,3,71,7.22E-26,biological_process,"Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."
GO:0050776,regulation of immune response,4,129,6.50E-25,biological_process,"Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
GO:0032101,regulation of response to external stimulus,6,254,1.26E-27,biological_process,"Any process that modulates the frequency, rate or extent of a response to an external stimulus."
GO:0050778,positive regulation of immune response,3,73,3.54E-25,biological_process,"Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
GO:0048518,positive regulation of biological process,14,1888,3.44E-17,biological_process,"Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
GO:0070887,cellular response to chemical stimulus,8,1423,1.17E-07,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."
GO:0071310,cellular response to organic substance,4,927,1.68E-03,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."
GO:0071323,cellular response to chitin,2,6,4.28E-133,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chitin stimulus."
GO:0048584,positive regulation of response to stimulus,7,294,3.54E-32,biological_process,"Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."
GO:0071495,cellular response to endogenous stimulus,3,356,1.59E-05,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."
GO:0080134,regulation of response to stress,8,1053,8.66E-11,biological_process,"Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
GO:1901699,cellular response to nitrogen compound,2,70,2.18E-12,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."
GO:0071417,cellular response to organonitrogen compound,2,50,5.74E-17,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."
GO:0002253,activation of immune response,3,58,1.64E-31,biological_process,Any process that initiates an immune response.
GO:0002220,innate immune response activating cell surface receptor signaling pathway,1,2,1.34E-100,biological_process,The series of molecular signals initiated by a ligand binding to a cell surface receptor that leads to the activation of an innate immune response.
GO:0002221,pattern recognition receptor signaling pathway,2,25,6.85E-33,biological_process,"The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."
GO:0002218,activation of innate immune response,3,56,1.30E-32,biological_process,Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species.
GO:0002429,immune response-activating cell surface receptor signaling pathway,1,2,1.34E-100,biological_process,"The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."
GO:1901701,cellular response to oxygen-containing compound,5,804,5.92E-06,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."
GO:0002757,immune response-activating signaling pathway,3,40,2.33E-45,biological_process,The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response.
GO:0002764,immune response-regulating signaling pathway,3,41,2.85E-44,biological_process,"The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."
GO:0002758,innate immune response-activating signaling pathway,3,38,1.05E-47,biological_process,The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response.
GO:0002768,immune response-regulating cell surface receptor signaling pathway,1,2,1.34E-100,biological_process,"The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."
GO:0006955,immune response,5,222,3.07E-22,biological_process,Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.
GO:0002752,cell surface pattern recognition receptor signaling pathway,1,1,2.49E-199,biological_process,"The series of molecular signals initiated by a ligand binding to a cell surface pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."
GO:0009620,response to fungus,5,1271,1.20E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."
